1866	463	2.97192	2	1.12554	1
1867	551	2.5608	1	1.12	1
1868	543	2.76611	1	1.23801	1
1869	591	2.76142	2	1.18942	1
1870	600	2.91167	2	1.16722	1
1871	515	2.64854	1	1.21807	1
1872	466	3.79185	2	1.19121	1
1873	631	3.23138	2	1.2293	1
1874	617	4.05186	2	1.15171	1
1875	635	3.31024	2	1.19558	1
1876	709	3.19041	2	1.22553	1
1877	804	3.87935	2	1.2038	1
1878	861	3.8072	2	1.23703	1
1879	829	3.55971	2	1.24146	1
1880	893	3.88018	2	1.31638	1
1881	928	4.52478	2	1.33444	1
1882	938	4.8177	2	1.25435	1
1883	1070	4.99439	2	1.30335	1
1884	1095	5.04932	2	1.28319	1
1885	1145	5.20699	2	1.26803	1
1886	1203	5.32918	2	1.26227	1
1887	1414	5.12093	2	1.31201	1
1888	1363	5.69332	3	1.33035	1
1889	1424	5.33427	2	1.34681	1
1890	1375	5.57164	2	1.34519	1
1891	1618	5.60754	2	1.35535	1
1892	1555	5.16206	2	1.37272	1
1893	1650	4.98606	2	1.33886	1
1894	1879	5.2017	2	1.39187	1
1895	1791	5.60413	2	1.38225	1
1896	1678	5.84982	2	1.38276	1
1897	1771	5.83173	2	1.38387	1
1898	2015	5.43375	2	1.42499	1
1899	2032	5.80463	2	1.44829	1
1900	1972	5.66481	2	1.4516	1
1901	2155	6.11508	3	1.46961	1
1902	2292	6.76876	3	1.49687	1
1903	2425	5.68742	2	1.46483	1
1904	2608	6.5023	3	1.52648	1
1905	2492	6.1577	2	1.49588	1
1906	2628	6.26826	3	1.56517	2
1907	2632	6.08397	2	1.51256	1
1908	2348	6.53876	2	1.52026	1
1909	2537	6.84628	3	1.55107	2
1910	2216	7.125	3	1.53494	1
1911	2270	7.34934	3	1.54097	2
1912	2483	7.18848	3	1.5197	1
1913	2170	7.79724	3	1.58365	2
1914	2060	6.86456	2	1.55578	2
1915	1389	7.92945	3	1.58631	2
1916	1237	7.3848	2	1.56399	2
1917	942	7.50425	2	1.59492	2
1918	897	7.65329	2	1.53981	1
1919	1069	8.03461	2	1.54813	1
1920	1527	7.08382	2	1.62086	2
1921	2113	7.61477	3	1.62545	2
1922	2287	8.43813	3	1.67382	2
1923	2759	7.72019	3	1.70356	2
1924	3159	7.32194	2	1.74513	2
1925	3249	7.93321	3	1.71536	2
1926	3770	7.44324	2	1.71314	2
1927	4078	7.20231	2	1.69375	2
1928	4339	6.84121	2	1.73622	2
1929	5074	6.47773	2	1.73311	2
1930	4603	7.23159	2	1.77544	2
1931	4222	7.78091	3	1.7737	2
1932	4248	7.49364	3	1.78475	2
1933	4592	7.47104	3	1.78562	2
1934	4702	7.7701	3	1.79084	2
1935	4602	7.47023	3	1.77922	2
1936	4817	8.00498	3	1.79263	2
1937	4881	8.29502	3	1.80817	2
1938	4714	8.03182	3	1.79474	2
1939	4714	8.36529	3	1.82306	2
1940	4037	8.34258	3	1.81694	2
1941	3819	8.57162	3	1.84608	2
1942	3360	9.27738	3	1.83903	2
1943	3045	8.82463	3	1.8517	2
1944	2931	9.03685	3	1.84409	2
1945	2710	9.75646	4	1.90973	2
1946	3611	10.0546	4	1.90681	2
1947	4068	9.89159	4	1.87305	2
1948	5026	10.0728	4	1.89032	2
1949	5840	10.2637	4	1.92517	2
1950	6012	9.0158	3	1.82524	2
1951	6815	8.8515	4	1.81825	2
1952	7522	8.85576	4	1.84435	2
1953	7960	8.97374	4	1.85393	2
1954	7974	9.73928	4	1.85314	2
1955	8674	9.22988	4	1.84715	2
1956	9801	9.38363	4	1.85915	2
1957	10877	9.24492	4	1.86049	2
1958	11483	9.59227	4	1.88352	2
1959	13567	9.26012	4	1.90243	2
1960	13812	9.55184	4	1.89173	2
1961	13593	9.81799	5	1.91197	2
1962	14443	9.49124	4	1.92043	2
1963	14379	9.97434	5	1.97806	2
1964	14937	9.92361	5	1.97591	2
1965	17191	9.17759	4	2.01981	2
1966	17943	8.98986	4	2.0095	2
1967	17237	9.50745	4	2.03298	2
1968	18090	10.6083	5	2.04031	2
1969	17845	9.42029	4	2.04456	2
1970	20312	9.74001	5	2.04771	2
1971	19454	10.089	5	2.04074	2
1972	19450	10.2379	5	2.05993	2
1973	18333	10.4518	5	2.09956	2
1974	18610	10.1658	5	2.09594	2
1975	18684	10.6853	5	2.09102	2
1976	22081	11.901	6	2.11988	2
1977	22088	11.4527	6	2.16547	2
1978	20925	11.2238	6	2.16815	2
1979	18983	11.2292	6	2.19555	2
1980	21486	19.0624	8	3.12921	3
1981	23077	19.4603	7	3.1761	3
1982	22269	19.6196	7	3.21725	3
1983	22929	19.4302	7	3.27929	3
1984	23267	20.1671	7	3.34386	3
1985	24093	20.2558	7	3.3693	3
1986	23653	20.1665	7	3.41847	3
1987	24819	21.169	7	3.49506	3
1988	26413	20.5849	7	3.54827	3
1989	26179	20.9839	7	3.59836	3
1990	26590	22.2546	7	3.66452	3
1991	26969	21.9794	7	3.67449	3
1992	25972	25.2168	7	3.75955	3
1993	26274	24.9025	8	3.78644	3
1994	25308	25.5268	8	3.80432	3
1995	27271	20.3365	7	3.88176	4
1996	29438	27.1382	7	4.03311	4
1997	29772	26.9086	8	4.07935	4
1998	30414	28.125	8	4.12569	4
1999	30939	27.5269	8	4.16869	4
2000	30681	29.1211	8	4.21025	4
2001	31791	29.5584	8	4.32952	4
2002	35558	32.1467	8	4.40734	4
2003	37293	34.2284	8	4.51089	4
2004	39205	36.553	9	4.60265	4
2005	40346	35.8664	9	4.65592	4
2006	39750	36.7777	9	4.72733	4
2007	39218	31.599	8	4.83043	4
2008	39530	23.4713	8	4.92979	4
2009	40586	21.934	8	4.99189	4
2010	47069	20.8326	8	5.10266	5
2011	47713	43.319	10	5.14557	5
2012	46434	45.6696	11	5.28781	5
2013	49838	43.5333	11	5.37141	5
2014	52373	43.536	10	5.46126	5
2015	54261	44.6225	10	5.57191	5
2016	62639	41.0348	9	5.70591	5
2017	62219	40.4855	9	5.84099	5
2018	59542	43.9235	10	5.97041	5
2019	61208	44.0834	10	6.09338	6
2020	59793	47.2285	10	6.22153	6
2021	57277	51.829	10	6.37796	6
2022	4434	33.8868	6	6.27552	6
4000	13179	3.97435	1	1.47474	1
